id_sv,id_nv,tt_nv,ma_truong,ten_truong,ma_nganh,ten_nganh,phuong_thuc_1,phuong_thuc_2,phuong_thuc_3,phuong_thuc_4
39943934088,NV2606,2,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,TX1,Công nghệ Thông tin,0,1,1,0
21032635834,NV2607,3,DCN,TRƯỜNG ĐẠI HỌC CMC,IT-E7,Công nghệ Thông tin,1,1,1,1
99050290743,NV2608,4,DCN,TRƯỜNG ĐẠI HỌC CMC,ED2,Công nghệ Thông tin,0,0,1,1
74534756701,NV2609,2,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM-VUW,Công nghệ Thông tin,1,0,1,1
16919962939,NV2610,2,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E8,Công nghệ Thông tin,1,1,1,0
31130355218,NV2611,3,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,IT-E7,Kỹ thuật Điện,0,1,0,1
95924341082,NV2612,3,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM1,Kỹ thuật Điện,1,0,1,1
16031705810,NV2613,2,BKA,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE2,Kỹ thuật Điện,0,1,1,0
18476569032,NV2614,3,BVH,TRƯỜNG ĐẠI HỌC CMC,EE-EP,Công nghệ Thông tin,1,1,1,0
66445812209,NV2615,1,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET2,Kỹ thuật Điện,0,0,0,0
83993790604,NV2616,4,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,BF1,Công nghệ Thông tin,1,1,1,0
41365111907,NV2617,1,DKK,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,CH-E11,Kỹ thuật Sinh học,1,1,0,0
22872750874,NV2618,2,BKA,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-EP,Kỹ thuật Hóa học,0,1,1,1
64288684599,NV2619,4,CMC,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,BF2,Công nghệ Thông tin,0,1,1,0
41633482846,NV2620,4,CMC,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-E14,Kỹ thuật Sinh học,1,0,0,1
30459473720,NV2621,1,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,BF1,Kỹ thuật Sinh học,0,1,0,1
77569441849,NV2622,1,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET1,Kỹ thuật Sinh học,0,1,1,1
39659861739,NV2623,2,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH2,Kỹ thuật Sinh học,1,1,0,0
19529846704,NV2624,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH1,Kỹ thuật Điện,1,1,0,0
40881304119,NV2625,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF2,Kỹ thuật Sinh học,0,1,0,0
32887890071,NV2626,3,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF2,Kỹ thuật Sinh học,0,1,1,1
71964450668,NV2627,1,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,QHT94,Kỹ thuật Hóa học,1,1,0,1
99449264883,NV2628,4,CMC,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE-E18,Kỹ thuật Điện,0,0,0,0
12997965674,NV2629,2,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE1,Kỹ thuật Hóa học,0,0,0,0
35880510133,NV2630,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF2,Công nghệ Thông tin,0,0,1,0
77917174325,NV2631,2,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF2,Kỹ thuật Sinh học,0,1,0,0
38237611154,NV2632,3,DKK,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,CH1,Công nghệ Thông tin,0,0,0,0
32703367370,NV2633,4,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM3,Công nghệ Thông tin,0,0,1,0
97299849438,NV2634,4,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,IT-E7,Kỹ thuật Hóa học,1,0,0,1
65911829756,NV2635,1,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF-E12,Kỹ thuật Điện,1,1,1,0
91185432275,NV2636,4,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM-VUW,Kỹ thuật Hóa học,0,0,0,1
27842477310,NV2637,1,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH2,Công nghệ Thông tin,1,1,1,0
71913487881,NV2638,2,DKK,TRƯỜNG ĐẠI HỌC CMC,BF2,Kỹ thuật Điện,0,1,0,0
53067954932,NV2639,3,QHT,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,BF-E19,Công nghệ Thông tin,1,0,0,1
79680715467,NV2640,3,DKK,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,BF-E12,Công nghệ Thông tin,0,0,0,1
30479783433,NV2641,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-VUW,Công nghệ Thông tin,1,1,0,0
11787945802,NV2642,2,DKK,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,BF-E12,Công nghệ Thông tin,0,1,0,1
81975885071,NV2643,4,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM-E13,Kỹ thuật Điện,0,1,0,0
46489013174,NV2644,2,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Kỹ thuật Hóa học,0,0,0,0
50272375198,NV2645,1,BKA,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM-E14,Công nghệ Thông tin,1,1,1,0
67316014417,NV2646,2,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH-E11,Công nghệ Thông tin,1,0,1,0
48059498897,NV2647,2,QHI,TRƯỜNG ĐẠI HỌC CMC,CH2,Kỹ thuật Điện,0,0,0,1
92421231934,NV2648,1,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,QHT94,Công nghệ Thông tin,1,1,0,0
65843182809,NV2649,2,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF2,Kỹ thuật Hóa học,1,1,0,1
17215383713,NV2650,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE2,Kỹ thuật Điện,0,0,0,0
81271864232,NV2651,2,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ED2,Kỹ thuật Sinh học,1,1,1,1
52015650113,NV2652,2,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM3,Kỹ thuật Điện,0,1,0,0
68621924511,NV2653,3,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,CH-E11,Kỹ thuật Hóa học,0,0,0,0
76996378024,NV2654,1,DKK,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,TROY-BA,Công nghệ Thông tin,1,0,1,0
29323097089,NV2655,2,BKA,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE1,Kỹ thuật Sinh học,1,1,0,0
32297655758,NV2656,1,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM-E14,Kỹ thuật Điện,0,1,1,1
26498473380,NV2657,1,DKK,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM5,Công nghệ Thông tin,0,0,0,0
33663743710,NV2658,4,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE1,Kỹ thuật Điện,0,0,1,0
11467238387,NV2659,3,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,BF2,Kỹ thuật Sinh học,0,1,1,0
40681566201,NV2660,3,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-BA,Công nghệ Thông tin,1,1,0,0
62691219784,NV2661,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM3,Kỹ thuật Điện,1,1,0,1
74412741132,NV2662,2,QHT,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM3,Công nghệ Thông tin,0,1,0,0
95995045027,NV2663,1,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E8,Kỹ thuật Hóa học,0,0,0,0
66897167302,NV2664,4,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM-VUW,Kỹ thuật Hóa học,1,1,0,0
75374162025,NV2665,3,BVH,TRƯỜNG ĐẠI HỌC CMC,EM1,Kỹ thuật Điện,0,0,0,1
88191325584,NV2666,3,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Kỹ thuật Hóa học,0,0,1,1
80865394570,NV2667,1,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE-E18,Kỹ thuật Điện,0,0,1,0
80414176198,NV2668,2,CMC,TRƯỜNG ĐẠI HỌC CMC,EM3,Kỹ thuật Hóa học,0,0,1,1
35378558943,NV2669,1,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-E13,Kỹ thuật Điện,1,0,1,0
38723156785,NV2670,1,BKA,TRƯỜNG ĐẠI HỌC CMC,CH1,Công nghệ Thông tin,1,1,1,1
37077931630,NV2671,2,DKK,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,TROY-BA,Kỹ thuật Hóa học,1,0,1,0
45727122035,NV2672,3,BKA,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM3,Công nghệ Thông tin,1,1,0,0
36900704566,NV2673,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Công nghệ Thông tin,0,1,1,1
58741290645,NV2674,3,CMC,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,BF2,Kỹ thuật Sinh học,0,1,0,1
68853521543,NV2675,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-BA,Kỹ thuật Hóa học,1,0,0,1
71663023590,NV2676,2,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,ED2,Kỹ thuật Hóa học,1,1,1,0
16261730272,NV2677,3,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,TROY-BA,Công nghệ Thông tin,1,0,1,0
14816388649,NV2678,4,BKA,TRƯỜNG ĐẠI HỌC CMC,BF-E19,Công nghệ Thông tin,1,0,0,0
44709321947,NV2679,2,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE-EP,Kỹ thuật Sinh học,1,0,1,0
23966703904,NV2680,3,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM4,Kỹ thuật Điện,0,0,0,0
47638252782,NV2681,2,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF-E12,Kỹ thuật Hóa học,1,0,0,1
65487941859,NV2682,3,QHT,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,TX1,Kỹ thuật Hóa học,1,0,0,1
69134427552,NV2683,2,DKK,ĐẠI HỌC BÁCH KHOA HÀ NỘI,BF-E19,Kỹ thuật Hóa học,0,0,0,0
61967525238,NV2684,4,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E13,Kỹ thuật Điện,0,1,1,0
99810915416,NV2685,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF1,Kỹ thuật Sinh học,1,0,0,1
87226032250,NV2686,1,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E19,Công nghệ Thông tin,1,0,1,0
45052787431,NV2687,2,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM5,Công nghệ Thông tin,1,0,1,1
65121403947,NV2688,2,BKA,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,ET1,Kỹ thuật Sinh học,1,1,1,0
90007456174,NV2689,4,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E18,Kỹ thuật Điện,1,1,0,1
71070685118,NV2690,1,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE-EP,Kỹ thuật Hóa học,0,1,1,1
92443259319,NV2691,3,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,ED2,Công nghệ Thông tin,0,0,1,1
73569984064,NV2692,2,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH1,Kỹ thuật Hóa học,1,1,1,1
86782708556,NV2693,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE2,Kỹ thuật Sinh học,1,1,1,0
10282905373,NV2694,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TX1,Kỹ thuật Hóa học,0,1,1,0
27732217943,NV2695,3,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH2,Kỹ thuật Điện,1,1,0,0
41677699413,NV2696,4,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Kỹ thuật Sinh học,0,0,1,1
96226228822,NV2697,1,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH-E11,Kỹ thuật Sinh học,1,0,0,0
35588507994,NV2698,1,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,TX1,Kỹ thuật Hóa học,1,0,0,1
43562224640,NV2699,4,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF2,Kỹ thuật Hóa học,1,0,1,0
98683328640,NV2700,3,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,TROY-BA,Công nghệ Thông tin,1,1,0,1
97704280776,NV2701,1,CMC,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM1,Kỹ thuật Điện,0,0,0,1
37282289450,NV2702,2,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,TROY-IT,Kỹ thuật Sinh học,0,1,0,0
66512713568,NV2703,4,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE2,Công nghệ Thông tin,1,1,1,1
53279206301,NV2704,1,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,QHT94,Kỹ thuật Điện,1,1,0,1
88334218282,NV2705,1,DCN,TRƯỜNG ĐẠI HỌC CMC,EM-VUW,Kỹ thuật Sinh học,1,0,0,1
56551958896,NV2706,3,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,CH2,Kỹ thuật Điện,0,0,0,1
58031464631,NV2707,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF2,Kỹ thuật Điện,0,0,1,1
98421747290,NV2708,3,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE1,Kỹ thuật Hóa học,1,1,0,1
85106904611,NV2709,1,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Kỹ thuật Hóa học,1,0,1,0
14715081277,NV2710,3,QHT,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,CH-E11,Kỹ thuật Điện,0,0,1,0
87987333084,NV2711,3,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E19,Kỹ thuật Hóa học,1,0,0,0
50857745848,NV2712,4,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH2,Kỹ thuật Sinh học,0,1,1,0
57110438494,NV2713,2,CMC,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,CH3,Công nghệ Thông tin,0,0,0,0
95431666376,NV2714,3,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,TROY-IT,Công nghệ Thông tin,0,0,1,1
12728193809,NV2715,1,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,TROY-IT,Công nghệ Thông tin,1,1,1,0
57231817436,NV2716,2,DCN,TRƯỜNG ĐẠI HỌC CMC,BF2,Kỹ thuật Hóa học,0,0,1,1
90541051667,NV2717,2,BKA,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,IT-E7,Công nghệ Thông tin,1,0,1,1
66416706066,NV2718,3,QHI,TRƯỜNG ĐẠI HỌC CMC,EM1,Kỹ thuật Điện,0,1,0,0
35846291333,NV2719,1,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,IT-E7,Kỹ thuật Sinh học,1,1,1,0
58326200205,NV2720,4,QHI,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM3,Kỹ thuật Sinh học,1,0,0,0
61499065619,NV2721,4,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE1,Kỹ thuật Sinh học,1,0,1,1
93510463605,NV2722,2,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM3,Công nghệ Thông tin,0,0,0,0
85623716008,NV2723,2,QHT,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH-E11,Kỹ thuật Điện,0,0,1,0
98915533553,NV2724,4,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM-E13,Kỹ thuật Điện,1,0,1,0
40696100528,NV2725,2,BKA,TRƯỜNG ĐẠI HỌC CMC,ED2,Kỹ thuật Sinh học,1,1,1,1
74335251081,NV2726,3,DKK,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM1,Kỹ thuật Sinh học,1,1,1,1
92703531406,NV2727,1,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH-E11,Công nghệ Thông tin,1,0,0,0
99848689801,NV2728,1,DKK,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,ET1,Công nghệ Thông tin,1,0,1,1
38508166283,NV2729,2,QHI,TRƯỜNG ĐẠI HỌC CMC,EE-E8,Kỹ thuật Hóa học,1,1,0,1
86060341107,NV2730,2,QHI,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-E14,Kỹ thuật Hóa học,1,1,1,1
13122239559,NV2731,1,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM4,Công nghệ Thông tin,0,0,1,1
71621078385,NV2732,2,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-EP,Kỹ thuật Điện,1,1,1,0
48211941993,NV2733,3,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E8,Kỹ thuật Hóa học,1,0,0,0
85688676585,NV2734,4,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E18,Kỹ thuật Hóa học,1,0,0,1
77014333501,NV2735,4,QHI,TRƯỜNG ĐẠI HỌC CMC,QHT94,Kỹ thuật Hóa học,0,0,0,0
99666933803,NV2736,4,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM1,Kỹ thuật Điện,1,1,1,1
37964086189,NV2737,3,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E8,Kỹ thuật Điện,1,1,1,0
41905470886,NV2738,1,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM1,Kỹ thuật Điện,1,0,1,1
54593415383,NV2739,3,BVH,TRƯỜNG ĐẠI HỌC CMC,CH2,Kỹ thuật Sinh học,0,0,1,1
59078141335,NV2740,4,DKK,TRƯỜNG ĐẠI HỌC CMC,EM-E13,Công nghệ Thông tin,0,0,1,1
62152997081,NV2741,2,QHT,ĐẠI HỌC BÁCH KHOA HÀ NỘI,QHT94,Kỹ thuật Sinh học,1,1,0,0
71198049763,NV2742,3,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-EP,Công nghệ Thông tin,1,0,0,0
43473360449,NV2743,4,CMC,TRƯỜNG ĐẠI HỌC CMC,IT-E7,Kỹ thuật Điện,1,1,1,1
93231641803,NV2744,3,CMC,TRƯỜNG ĐẠI HỌC CMC,TROY-IT,Kỹ thuật Sinh học,0,0,1,0
42442183067,NV2745,2,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E14,Kỹ thuật Điện,1,1,1,1
44387284041,NV2746,3,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM-E14,Kỹ thuật Điện,0,0,1,1
81574481303,NV2747,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-EP,Kỹ thuật Sinh học,1,0,1,0
93009807418,NV2748,1,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF-E12,Kỹ thuật Sinh học,1,0,1,1
70480473368,NV2749,3,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,ET2,Kỹ thuật Sinh học,0,0,1,0
61955610697,NV2750,4,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E8,Công nghệ Thông tin,0,1,1,0
58658286286,NV2751,2,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF2,Kỹ thuật Điện,0,1,1,1
87524657903,NV2752,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-BA,Kỹ thuật Hóa học,0,1,1,0
81470599445,NV2753,4,DKK,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,TX1,Công nghệ Thông tin,1,0,0,0
40090671478,NV2754,4,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E19,Công nghệ Thông tin,0,1,0,0
59319636045,NV2755,2,BKA,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM-VUW,Kỹ thuật Điện,0,1,0,0
93780094033,NV2756,4,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM3,Kỹ thuật Hóa học,0,0,1,0
53607845741,NV2757,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Kỹ thuật Hóa học,1,0,1,1
49866432447,NV2758,1,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E19,Kỹ thuật Hóa học,1,1,1,0
94097235196,NV2759,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ED2,Công nghệ Thông tin,1,0,1,0
68172431826,NV2760,4,CMC,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,BF-E12,Kỹ thuật Sinh học,0,0,1,1
40529504507,NV2761,4,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH-E11,Công nghệ Thông tin,1,1,1,1
99464379628,NV2762,3,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF1,Kỹ thuật Sinh học,1,1,0,0
92513020075,NV2763,2,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE1,Kỹ thuật Điện,1,1,1,0
62710819353,NV2764,1,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET1,Kỹ thuật Sinh học,1,0,0,0
66251844878,NV2765,4,BKA,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,BF2,Kỹ thuật Điện,0,0,0,0
72501728459,NV2766,1,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF-E12,Kỹ thuật Điện,0,0,1,0
83793849876,NV2767,3,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-IT,Kỹ thuật Hóa học,1,1,1,0
63878545439,NV2768,2,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-E18,Kỹ thuật Hóa học,1,0,0,1
54924521467,NV2769,4,CMC,TRƯỜNG ĐẠI HỌC CMC,EE-E18,Kỹ thuật Hóa học,1,0,1,1
27303377522,NV2770,2,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM5,Kỹ thuật Điện,1,0,1,0
79995607839,NV2771,3,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM-E14,Kỹ thuật Hóa học,1,1,1,0
29413590234,NV2772,3,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-VUW,Kỹ thuật Điện,1,0,1,1
37538344962,NV2773,1,BVH,TRƯỜNG ĐẠI HỌC CMC,EM-VUW,Kỹ thuật Sinh học,0,0,0,1
23277145735,NV2774,3,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,ET2,Kỹ thuật Sinh học,1,0,1,1
74090966579,NV2775,4,DCN,TRƯỜNG ĐẠI HỌC CMC,TROY-BA,Kỹ thuật Hóa học,0,1,0,1
68263685112,NV2776,2,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH-E11,Kỹ thuật Hóa học,1,1,1,1
55673335163,NV2777,3,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH2,Kỹ thuật Hóa học,1,1,1,1
